color,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,language,content_rating,title_year,actor_2_facebook_likes,aspect_ratio,inf_adj_budget,inf_adj_gross,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Musical,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Year,GDP Growth Rate
Color,146.0,2000.0,294.0,15000.0,16948,2.0,English,PG-13,2009.0,745.0,2.35,180955499.51756573,160900618.91005278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2009,-2.5
Color,88.0,12.0,182.0,730.0,2217,0.0,English,PG,2009.0,607.0,2.35,180955499.51756573,144065009.02115718,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2009,-2.5
Color,127.0,14000.0,981.0,26000.0,39284,0.0,English,PG-13,2009.0,12000.0,2.35,180955499.51756573,310886493.08179474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,-2.5
Color,215.0,0.0,413.0,986.0,2530,1.0,English,R,2009.0,745.0,2.35,156828099.58189029,129688774.97716476,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2009,-2.5
Color,97.0,63.0,525.0,852.0,2480,0.0,English,G,2009.0,578.0,1.85,126668849.662296,125913791.12589902,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,2009,-2.5
Color,140.0,0.0,1000.0,40000.0,64599,1.0,English,R,2009.0,23000.0,2.35,120636999.67837714,117054955.40617701,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,106.0,12000.0,385.0,18000.0,19906,1.0,English,R,2009.0,464.0,2.35,120636999.67837714,78959705.4169304,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,102.0,52.0,526.0,8000.0,10552,1.0,English,PG-13,2009.0,735.0,1.85,120636999.67837714,59585141.486293726,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,-2.5
Color,135.0,0.0,310.0,873.0,2370,1.0,English,PG-13,2009.0,560.0,2.35,78414049.79094514,53059580.96208113,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,90.0,97.0,56.0,622.0,1227,1.0,English,PG,2009.0,526.0,2.35,120636999.67837714,150639753.25013867,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2009,-2.5
Color,94.0,107.0,117.0,835.0,1258,0.0,English,PG,2009.0,256.0,1.85,108573299.71053942,237140619.86862403,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,128.0,0.0,727.0,21000.0,23996,3.0,English,PG-13,2009.0,979.0,1.85,108573299.71053942,252154840.27267554,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2009,-2.5
Color,120.0,278.0,963.0,11000.0,15226,2.0,English,R,2009.0,2000.0,1.85,102541449.72662058,135962084.74141988,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,89.0,84.0,1000.0,13000.0,18132,5.0,English,PG-13,2009.0,1000.0,2.35,96509599.74270172,46496416.67869877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2009,-2.5
 Black and White,118.0,252.0,30.0,529.0,619,4.0,English,PG-13,2009.0,48.0,2.35,96509599.74270172,23733428.44760577,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2009,-2.5
Color,100.0,87.0,446.0,3000.0,5174,4.0,English,PG,2009.0,576.0,1.85,42222949.887432,88093088.02689046,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,153.0,0.0,130.0,11000.0,11852,1.0,English,R,2009.0,561.0,1.85,90477749.75878286,62507084.22365372,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,153.0,16000.0,11000.0,13000.0,36741,1.0,English,R,2009.0,11000.0,2.35,90477749.75878286,145395419.18738025,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,-2.5
Color,88.0,84.0,1000.0,1000.0,5227,0.0,English,PG,2009.0,1000.0,1.85,90477749.75878286,264935005.79434314,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2009,-2.5
Color,113.0,0.0,721.0,4000.0,8172,6.0,English,PG-13,2009.0,722.0,1.85,72382199.80702628,131706910.13841434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,111.0,197.0,6.0,433.0,679,0.0,English,PG,2009.0,208.0,1.78,72382199.80702628,86670957.54981191,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,-2.5
 Black and White,100.0,253.0,57.0,309.0,647,1.0,English,PG,2009.0,229.0,1.85,72382199.80702628,90815603.32734212,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,100.0,11000.0,485.0,10000.0,12258,2.0,English,PG-13,2009.0,1000.0,1.85,72382199.80702628,52280793.1278474,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,134.0,16000.0,204.0,13000.0,24458,1.0,English,PG-13,2009.0,11000.0,2.35,72382199.80702628,45214479.66531646,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2009,-2.5
Color,125.0,209.0,896.0,8000.0,10623,0.0,English,PG-13,2009.0,1000.0,2.35,72382199.80702628,48930282.62365,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2009,-2.5
Color,103.0,30.0,727.0,963.0,3150,2.0,English,PG-13,2009.0,935.0,2.35,69969459.81345874,35684529.45905368,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,107.0,11.0,506.0,939.0,3742,2.0,English,PG,2009.0,605.0,2.35,66350349.82310743,19408816.393955354,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,118.0,473.0,963.0,18000.0,22517,0.0,English,R,2009.0,1000.0,2.35,60318499.83918857,88479292.90492082,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,130.0,129.0,12000.0,21000.0,64040,2.0,English,PG-13,2009.0,17000.0,2.35,60318499.83918857,357837852.3945706,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,121.0,295.0,329.0,12000.0,13421,0.0,English,PG-13,2009.0,748.0,2.35,60318499.83918857,96447004.8226786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2009,-2.5
Color,98.0,99.0,433.0,12000.0,14007,3.0,English,PG,2009.0,536.0,2.35,78414049.79094514,80981448.83084036,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2009,-2.5
Color,99.0,160.0,72.0,330.0,701,0.0,English,R,2009.0,119.0,2.35,48254799.87135086,45968821.61793536,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,118.0,670.0,294.0,6000.0,7654,0.0,English,R,2009.0,450.0,2.35,60318499.83918857,30702752.17513529,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2009,-2.5
Color,95.0,83.0,1000.0,18000.0,29926,1.0,English,R,2009.0,8000.0,1.85,60318499.83918857,24716806.982334044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2009,-2.5
Color,86.0,13.0,553.0,1000.0,3423,3.0,English,PG,2009.0,701.0,1.85,54286649.85526971,30401020.943389714,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2009,-2.5
Color,81.0,119.0,412.0,468.0,2134,1.0,English,R,2009.0,442.0,1.85,50667539.8649184,72373465.68824957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,108.0,98.0,723.0,16000.0,18656,1.0,English,PG-13,2009.0,896.0,2.35,48254799.87135086,197780805.8003188,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,129.0,42.0,49.0,97.0,318,7.0,English,PG-13,2009.0,50.0,2.35,48254799.87135086,113341206.89594801,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,123.0,0.0,923.0,11000.0,13321,2.0,English,PG-13,2009.0,935.0,1.85,48254799.87135086,113550089.8608911,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,105.0,29.0,257.0,24000.0,28928,2.0,English,R,2009.0,4000.0,1.85,48254799.87135086,86070892.2242317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,102.0,23.0,651.0,2000.0,7009,1.0,English,PG-13,2009.0,2000.0,2.35,24127399.93567543,77388438.65536946,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,82.0,160.0,748.0,164000.0,303717,0.0,English,R,2009.0,137000.0,2.35,48254799.87135086,80183036.97586896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,87.0,0.0,563.0,13000.0,24770,0.0,English,PG,2009.0,11000.0,1.85,48254799.87135086,25332687.818572085,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,109.0,80.0,835.0,14000.0,20503,3.0,English,PG-13,2009.0,4000.0,2.35,48254799.87135086,16693904.843593411,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,107.0,124.0,100.0,152.0,568,1.0,English,PG-13,2009.0,142.0,2.35,47048429.87456709,76497704.51091419,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2009,-2.5
Color,96.0,126.0,954.0,18000.0,22436,2.0,English,R,2009.0,957.0,2.35,45842059.87778332,107264646.42720835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,109.0,304.0,736.0,940.0,3277,0.0,English,R,2009.0,906.0,1.85,12063699.967837716,57347161.07594027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,108.0,480.0,706.0,14000.0,17623,3.0,English,R,2009.0,839.0,2.35,42222949.887432,334542530.4813668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,129.0,102.0,624.0,768.0,3389,0.0,English,PG-13,2009.0,734.0,1.85,34984729.90672937,308770853.0655551,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,-2.5
Color,88.0,12.0,931.0,49000.0,53370,2.0,English,PG,2009.0,1000.0,1.85,42222949.887432,59684007.126640156,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,92.0,148.0,227.0,978.0,2184,1.0,English,R,2009.0,593.0,2.35,42222949.887432,55254538.59923928,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2009,-2.5
Color,101.0,57.0,230.0,1000.0,1947,1.0,English,R,2009.0,603.0,2.35,42222949.887432,12388027.715993045,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2009,-2.5
Color,102.0,23.0,635.0,1000.0,4516,2.0,English,G,2009.0,1000.0,1.85,36191099.90351314,95987085.91236475,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2009,-2.5
Color,108.0,655.0,940.0,24000.0,35209,0.0,English,R,2009.0,10000.0,1.85,30159249.919594284,101110043.47063676,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,89.0,56.0,545.0,11000.0,13794,2.0,English,PG,2009.0,826.0,1.85,36191099.90351314,70832629.6098575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,99.0,0.0,828.0,2000.0,5642,0.0,English,PG-13,2009.0,1000.0,2.35,36191099.90351314,50736713.12053399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,79.0,30.0,265.0,940.0,1594,0.0,English,PG-13,2009.0,271.0,1.85,36191099.90351314,38294203.32274619,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2009,-2.5
Color,100.0,70.0,99.0,473.0,1100,0.0,English,PG,2009.0,315.0,2.35,54286649.85526971,11283869.82992677,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2009,-2.5
Color,120.0,0.0,210.0,579.0,1500,12.0,English,R,2009.0,489.0,1.85,36191099.90351314,8979020.330651589,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,-2.5
Color,109.0,415.0,228.0,673.0,1775,2.0,English,PG-13,2009.0,489.0,2.35,36191099.90351314,59336512.249066584,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,109.0,22.0,355.0,14000.0,15790,1.0,English,R,2009.0,716.0,2.35,32571989.913161825,15982565.15587987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2009,-2.5
Color,91.0,41.0,328.0,567.0,2954,1.0,English,PG,2009.0,402.0,1.85,31365619.916378055,25115572.58477092,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,105.0,260.0,3000.0,20000.0,42473,0.0,English,R,2009.0,15000.0,2.35,31365619.916378055,34383536.62520218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,88.0,82.0,571.0,756.0,4378,0.0,English,PG-13,2009.0,713.0,1.85,30159249.919594284,30902122.91265376,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,-2.5
Color,115.0,219.0,258.0,902.0,2466,1.0,English,PG-13,2009.0,837.0,2.35,19301919.94854034,18150652.107729666,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2009,-2.5
Color,111.0,214.0,3000.0,10000.0,23566,2.0,English,R,2009.0,9000.0,2.35,30159249.919594284,68391.52785766557,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,122.0,0.0,407.0,12000.0,13809,2.0,English,R,2009.0,463.0,1.85,24127399.93567543,2048363.1742589856,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,94.0,293.0,939.0,18000.0,32474,0.0,English,R,2009.0,12000.0,2.35,30159249.919594284,39105821.310072385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,-2.5
Color,88.0,181.0,11.0,15000.0,28011,4.0,English,R,2009.0,13000.0,2.35,28470331.924097005,91189853.07870437,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2009,-2.5
Color,108.0,0.0,690.0,13000.0,16031,1.0,English,R,2009.0,734.0,1.85,25333769.9324592,40188505.8101959,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,98.0,0.0,374.0,925.0,1997,2.0,English,R,2009.0,472.0,2.35,20508289.945324115,11377260.963227786,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,89.0,0.0,470.0,87000.0,88422,4.0,English,PG,2009.0,570.0,1.85,48254799.87135086,25232807.62105837,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,88.0,190.0,163.0,137000.0,137712,6.0,English,PG-13,2009.0,459.0,2.35,32571989.913161825,19288500.28869612,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,96.0,83.0,926.0,26000.0,30541,0.0,English,R,2009.0,968.0,1.85,24127399.93567543,16443095.695782078,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2009,-2.5
Color,108.0,212.0,347.0,969.0,2799,1.0,English,PG-13,2009.0,794.0,2.35,26540139.929242972,14757448.169346077,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,99.0,52.0,148.0,22000.0,23409,1.0,English,PG-13,2009.0,1000.0,2.35,25333769.9324592,10683185.636538217,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,111.0,650.0,181.0,690.0,1573,3.0,English,PG,2009.0,224.0,2.35,24127399.93567543,6279569.618168427,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2009,-2.5
Color,113.0,0.0,256.0,607.0,1465,6.0,English,PG-13,2009.0,269.0,1.85,15682809.958189027,62366251.38385918,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,100.0,0.0,985.0,3000.0,7252,3.0,English,PG-13,2009.0,2000.0,1.85,22317844.940499775,22244355.293035697,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,86.0,62.0,59.0,390.0,727,1.0,English,R,2009.0,258.0,2.35,21714659.942107886,28945165.186681084,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,109.0,7.0,827.0,2000.0,4947,0.0,English,PG-13,2009.0,980.0,1.85,21714659.942107886,27658915.400560275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,123.0,64.0,637.0,808.0,5734,0.0,English,PG,2009.0,720.0,2.35,21714659.942107886,27085671.299118564,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2009,-2.5
Color,90.0,44.0,729.0,12000.0,16004,2.0,English,R,2009.0,904.0,1.85,21714659.942107886,18434884.94267189,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,132.0,847.0,625.0,3000.0,6317,1.0,English,R,2009.0,960.0,2.35,20508289.945324115,32758284.806285158,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,98.0,80.0,399.0,567.0,2016,1.0,English,PG-13,2009.0,503.0,1.85,20508289.945324115,10449960.537800005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,89.0,687.0,389.0,10000.0,12183,1.0,English,PG-13,2009.0,787.0,2.35,19301919.94854034,51437402.97391591,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,2009,-2.5
Color,107.0,45.0,271.0,24000.0,24805,1.0,English,R,2009.0,396.0,1.85,19301919.94854034,19548976.079291683,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,119.0,0.0,593.0,908.0,3226,0.0,English,R,2009.0,764.0,1.85,18095549.95175657,40276023.12798258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,114.0,29.0,616.0,956.0,3861,0.0,English,R,2009.0,878.0,1.85,18095549.95175657,39474398.70970974,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,99.0,3.0,628.0,14000.0,16461,3.0,English,PG-13,2009.0,982.0,1.85,18095549.95175657,40847700.15479846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,111.0,0.0,727.0,796.0,2633,1.0,English,PG-13,2009.0,787.0,2.35,18095549.95175657,15724329.594368337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,-2.5
Color,88.0,96.0,360.0,24000.0,25637,1.0,English,PG-13,2009.0,971.0,1.85,18095549.95175657,7689032.003910746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,92.0,11000.0,386.0,860.0,2717,1.0,English,PG-13,2009.0,658.0,1.85,18095549.95175657,6401538.450323254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,101.0,71.0,725.0,10000.0,14159,0.0,English,R,2009.0,960.0,1.85,18095549.95175657,62161576.23746485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,108.0,123.0,690.0,26000.0,41359,4.0,English,R,2009.0,14000.0,2.35,16889179.9549728,18678878.100001395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2009,-2.5
Color,96.0,460.0,73.0,14000.0,14372,2.0,English,R,2009.0,153.0,1.85,13270069.964621486,3709392.308170618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2009,-2.5
Color,105.0,260.0,1000.0,20000.0,39473,0.0,English,R,2009.0,15000.0,2.35,31365619.916378055,34383536.62520218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,101.0,10.0,472.0,1000.0,3142,2.0,English,R,2009.0,668.0,2.35,19301919.94854034,14423609.400136106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2009,-2.5
Color,90.0,34.0,506.0,966.0,2661,7.0,English,R,2009.0,681.0,1.85,18095549.95175657,5260434.276735481,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,109.0,304.0,736.0,939.0,3276,0.0,English,R,2009.0,906.0,1.85,12063699.967837716,57347161.07594027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,98.0,58.0,242.0,14000.0,15251,0.0,English,PG-13,2009.0,537.0,2.35,12063699.967837716,30719584.65570041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2009,-2.5
Color,96.0,17.0,688.0,2000.0,4607,4.0,English,R,2009.0,989.0,2.35,6031849.983918858,1778802.2112176453,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,91.0,7.0,875.0,12000.0,16118,2.0,English,PG-13,2009.0,3000.0,2.35,12063699.967837716,23340.84669777241,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,90.0,0.0,617.0,806.0,3124,2.0,English,R,2009.0,690.0,1.85,9650959.97427017,121243.80378675938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,90.0,8.0,495.0,1000.0,3146,1.0,English,PG-13,2009.0,893.0,1.85,6031849.983918858,112071.77270121237,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,97.0,3.0,204.0,679.0,1426,3.0,English,PG,2009.0,537.0,2.35,10857329.971053943,1066294.7573472175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,-2.5
Color,112.0,108.0,175.0,12000.0,13172,0.0,English,R,2009.0,628.0,2.35,8444589.9774864,47606301.203139775,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2009,-2.5
Color,97.0,3.0,631.0,24000.0,25792,1.0,English,PG,2009.0,827.0,1.85,9650959.97427017,20145997.733370002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,138.0,78.0,968.0,12000.0,17524,0.0,English,R,2009.0,3000.0,2.35,9650959.97427017,12388583.852561561,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,-2.5
Color,92.0,406.0,968.0,24000.0,41867,6.0,English,R,2009.0,15000.0,1.85,9650959.97427017,13045908.32366911,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
Color,95.0,464.0,11000.0,23000.0,54075,43.0,English,PG-13,2009.0,17000.0,2.35,9047774.975878285,39075981.74820194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,-2.5
